genre,artist_name,track_name,popularity,energy,tempo,valence
R&B,The Weeknd,Attention,67,0.428,148.041,0.36
R&B,H.E.R.,2,61,0.448,149.975,0.429
R&B,T-Pain,RIP to the Parking Lot (feat. Boosie Badazz),57,0.558,179.993,0.771
R&B,City Girls,Season (feat. Lil Baby),61,0.695,139.037,0.401
R&B,Brent Faiyaz,Lovely,60,0.473,143.614,0.0575
R&B,Jacquees,Inside feat. Trey Songz,64,0.578,125.969,0.512
R&B,JP Saxe,The Few Things (with Charlotte Lawrence),67,0.426,135.872,0.375
R&B,Chingy,Right Thurr,70,0.749,92.077,0.891
R&B,H.E.R.,I'm Not OK,60,0.395,102.206,0.147
R&B,Wale,Lotus Flower Bomb (feat. Miguel),65,0.598,70.189,0.345
R&B,Kiana Ledé,Wicked Games,62,0.435,72.973,0.456
R&B,Iggy Azalea,Black Widow,65,0.726,163.991,0.527
R&B,Kelly Clarkson,Love So Soft,67,0.581,130.012,0.758
R&B,PARTYNEXTDOOR,Not Nice,69,0.496,128.06,0.725
R&B,Tory Lanez,Pa Mi (with Ozuna),71,0.557,133.247,0.661
R&B,The Weeknd,A Lonely Night,68,0.663,113.999,0.864
R&B,Nina Sky,Move Ya Body,66,0.71,121.072,0.828
R&B,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),70,0.791,95.04,0.755
R&B,Rihanna,SOS,69,0.671,137.046,0.527
R&B,Jason Derulo,Ridin' Solo,63,0.83,89.338,0.578
R&B,DJ Khaled,All I Do Is Win,70,0.791,150.094,0.293
R&B,Demi Lovato,You Don't Do It For Me Anymore,66,0.435,128.035,0.129
R&B,Nao,If You Ever (feat. 6LACK),65,0.62,111.996,0.378
R&B,Adrian Marcel,2AM.,61,0.521,102.011,0.613
R&B,Mario,How Do I Breathe,67,0.455,97.956,0.487
R&B,Jagged Edge,Where the Party At,70,0.661,129.491,0.86
R&B,T-Pain,1UP (feat. Profit Dinero),56,0.584,71.666,0.35
R&B,Ari Lennox,40 Shades of Choke,62,0.508,104.62,0.867
R&B,Big Sean,Go Legend (& Metro Boomin),67,0.564,150.014,0.25
R&B,bLAck pARty,Bloom,61,0.399,89.972,0.816
R&B,Olivia O'Brien,Love Myself - Acoustic,28,0.355,99.827,0.326
R&B,GoldLink,Got Friends,67,0.75,143.744,0.345
R&B,Raveena,If Only,63,0.404,77.984,0.581
R&B,Trevor Daniel,Falling (blackbear Remix),63,0.485,127.01,0.422
R&B,T-Pain,Be Your X,31,0.291,81.733,0.265
R&B,Tinashe,Like I Used To,66,0.599,159.78,0.385
R&B,Peter CottonTale,Forever Always,61,0.443,54.924,0.415
R&B,DaniLeigh,Lil Bebe,62,0.511,136.021,0.0792
R&B,Ty Dolla $ign,Paranoid (feat. B.o.B),63,0.398,97.476,0.258
R&B,James Blake,Are You In Love?,65,0.278,147.681,0.335
R&B,Dreezy,Ecstasy (feat. Jeremih),65,0.451,104.043,0.635
R&B,Snoh Aalegra,I Want You Around,61,0.513,168.056,0.649
R&B,Zara Larsson,Ain't My Fault,74,0.782,141.153,0.355
R&B,Beyoncé,Countdown,66,0.787,167.349,0.699
R&B,Jarreau Vandal,Someone That You Love,64,0.429,105.059,0.44
R&B,Alina Baraz,Unfold,61,0.501,111.932,0.192
R&B,The Carters,NICE,60,0.533,119.922,0.208
R&B,Trey Songz,Neighbors Know My Name,63,0.693,120.026,0.391
R&B,T-Pain,U Up,55,0.484,85.366,0.154
R&B,BJ The Chicago Kid,Roses,64,0.597,110.01,0.219
R&B,SZA,Prom,64,0.702,120.041,0.225
R&B,James Blake,Power On,65,0.468,92.489,0.618
R&B,Sabrina Claudio,Orion's Belt,61,0.352,84.475,0.537
R&B,H.E.R.,Say It Again,61,0.493,86.126,0.212
R&B,T-Pain,All I Want (feat. Flipp Dinero),55,0.613,111.913,0.439
R&B,Daniel Caesar,Violet,62,0.425,129.975,0.179
R&B,The Weeknd,Nothing Without You,67,0.635,109.919,0.194
R&B,Sevyn Streeter,"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)",65,0.526,91.812,0.495
R&B,Orion Sun,Antidote,60,0.807,163.239,0.394
R&B,John Legend,Love Me Now,68,0.762,123.889,0.709
R&B,Beyoncé,Dance for You,66,0.78,110.005,0.471
R&B,Demi Lovato,Give Your Heart a Break,66,0.695,123.026,0.65
R&B,Labrinth,Beneath Your Beautiful,60,0.522,83.977,0.228
R&B,Yo Trane,High off You,62,0.319,80.048,0.345
R&B,Twista,Overnight Celebrity,67,0.792,134.199,0.777
R&B,Fifth Harmony,That's My Girl,71,0.851,202.049,0.612
R&B,Ravyn Lenae,Sticky,62,0.846,120.016,0.573
R&B,Mario,Just a Friend 2002 - Radio Edit,64,0.677,132.346,0.913
R&B,Monica,So Gone,63,0.552,81.975,0.586
R&B,Ne-Yo,Sexy Love,68,0.503,93.984,0.58
R&B,Mariah Carey,Caution,65,0.572,140.052,0.642
R&B,Mario,Drowning,66,0.484,113.134,0.174
R&B,August Alsina,Kissin' On My Tattoos,63,0.625,120.133,0.184
R&B,T-Pain,It's My Dog Birthday,53,0.577,120.033,0.315
R&B,Doja Cat,Go To Town,64,0.71,169.944,0.7
R&B,Arin Ray,Reckless,61,0.701,173.994,0.605
R&B,Usher,Confessions Part II - Confessions Special Edition Version,68,0.467,138.007,0.702
R&B,HONNE,Day 1 ◑,67,0.581,94.555,0.633
R&B,Madison Beer,Fools,68,0.793,120.897,0.851
R&B,Bryson Tiller,Overtime,64,0.497,106.049,0.594
R&B,Ellie Goulding,On My Mind,63,0.705,154.911,0.743
R&B,Summer Walker,Wasted,60,0.348,117.312,0.205
R&B,Ama Lou,Tried Up,62,0.261,146.975,0.326
R&B,Charli XCX,Boys,72,0.545,139.943,0.525
R&B,Ella Mai,Own It,61,0.543,106.706,0.397
R&B,Annmarie,Handle It,60,0.646,117.953,0.528
R&B,Jason Derulo,It Girl,71,0.718,91.993,0.345
R&B,James Blake,Assume Form,65,0.349,139.274,0.148
R&B,T-Pain,Keep This from Me,53,0.626,80.795,0.516
R&B,Chris Brown,Grass Ain't Greener,67,0.601,133.946,0.518
R&B,Ty Dolla $ign,Ex (feat. YG),66,0.426,102.056,0.523
R&B,Jorja Smith,Teenage Fantasy,68,0.677,176.119,0.495
R&B,The Weeknd,All I Know,66,0.417,120.012,0.175
R&B,Tobi Lou,Buff Baby,62,0.643,156.002,0.599
R&B,Frank Ocean,Bad Religion,61,0.358,81.977,0.13
R&B,Chris Brown,Back To Sleep,66,0.646,92.981,0.721
Movie,Les Hérissons,Le fiacre,0,0.484,172.735,0.892
Movie,Céline Languedoc,Avan i two ta,0,0.371,78.643,0.235
Movie,Henri Salvador,Le Marchand de sable,0,0.0775,81.814,0.355
Movie,Henri Salvador,L'Ombrelle et le parapluie,0,0.23,132.694,0.615
Movie,Leopold Stokowski,"Symphony No. 6 in B minor, Op. 74 'Pathétique': I Adagio - Allegro non troppo",0,0.13,75.531,0.0759
Movie,Henri Salvador,Syracuse - Remastered,9,0.368,132.693,0.252
Movie,Chorus,Shri Ganesh Beej Mantra,0,0.0481,79.478,0.0
Movie,Henri Salvador,Dans Mon Île,3,0.378,172.151,0.275
Movie,Henri Salvador,Cheveux dans le vent,0,0.196,82.293,0.0986
Movie,Martin & les fées,"Premier voyage (par Véronique Jannot, Paul Ventimila & Lorie Pester)",2,0.439,164.93,0.574
Movie,Chorus,Om Namah Shivaye Chant,0,0.504,143.566,0.36
Movie,Karine Costa,Good Bye My Friends,0,0.431,96.047,0.0977
Movie,Randy Newman,Parenthood (Karen & Gil / Montage),2,0.0923,107.308,0.039
Movie,Henri Salvador,"J'aime tes g'noux - Shame, Shame, Shame",13,0.916,101.882,0.69
Movie,Jean Piat,Tout allait bien jusque-là dans cet immense couvent,0,0.158,97.606,0.66
Movie,Leopold Stokowski,Symphony No.1 In C Major : I. Allegro Vivo,3,0.279,77.565,0.259
Movie,Henri Salvador,Bon à rien,0,0.0133,73.159,0.151
Movie,Idoles De La Musique,Parce qu'on sait jamais,0,0.575,106.051,0.757
Movie,Chorus,Odhi is ieron lohon (Ode to Sacred Battalion),0,0.146,77.077,0.159
Movie,Chorus,Le sourire d'Anaëlle,0,0.686,129.814,0.528
Movie,Henri Salvador,Qh'ech que ch'est qu'cha?,0,0.615,123.14,0.555
Movie,Randy Newman,Eliza,0,0.117,110.624,0.911
Movie,Henri Salvador,Ciel de Paris,2,0.182,76.749,0.263
Movie,Chorus,Yia se ghlikia patridha (For You Sweet Motherland),0,0.124,118.422,0.441
Movie,Claire Guyot,Indiciblement,2,0.435,159.204,0.236
Movie,Jean Claude Corbel,Les pachydermes,0,0.272,75.267,0.451
Movie,Henri Salvador,Le Cid - Remastered,13,0.521,79.591,0.858
Movie,Henri Salvador,"Le conteur, Pt. 2",0,0.403,113.777,0.967
Movie,Chorus,Sundar Bate Tabe,0,0.366,61.884,0.568
Movie,Jean Claude Corbel,Les charognards,0,0.221,130.553,0.58
Movie,Bernard Minet,Dragon Ball et Dragon Ball Z,23,0.851,136.98,0.919
Movie,Jodi Benson,God Sees Inside Me,4,0.412,129.113,0.182
Movie,Henri Salvador,Re-bonjour,0,0.0673,130.658,0.363
Movie,Generation B.O.,"Don't Cry For Me Argentina (B.O. ""Evita"")",7,0.402,83.664,0.0394
Movie,Céline Languedoc,Soley an mwen,0,0.687,91.009,0.374
Movie,Chorus,I 25 martiou (The 25th of March),0,0.135,116.375,0.545
Movie,Henri Salvador,Le Carosse Blanc - Remastered,8,0.3,134.168,0.348
Movie,Lucie Dolene,"L’amour s’en vient, l’amour s’en va (From ""L'heure éblouissante"")",0,0.259,170.807,0.5
Movie,Leopold Stokowski,Symphony No.4 In E Minor Op.98 : II. Andante,0,0.118,107.432,0.0762
Movie,Dominique Tirmont,Maman si douce,0,0.399,77.169,0.424
Movie,Randy Newman,Henry Goes To Work,0,0.287,79.908,0.157
Movie,Les Hérissons,Frou Frou,0,0.36,129.991,0.927
Movie,Chorus,Hindolam,0,0.865,131.434,0.961
Movie,Leopold Stokowski,L'ascension : III. Alleluias On The Trumpet And On The Cymbal,0,0.434,129.847,0.322
Movie,Henri Salvador,Le Pingouin - Remastered,5,0.573,78.415,0.787
Movie,Henri Salvador,Le clochard,7,0.0949,138.905,0.135
Movie,Chorus,Mann Biachen,0,0.262,109.931,0.566
Movie,Jean Claude Corbel,Aladin 4,0,0.424,90.41,0.536
Movie,Anthony Kavanagh,J'Ai Vu Partir,1,0.558,151.929,0.961
Movie,Jean Claude Corbel,Le bord de mer,1,0.265,78.425,0.49
Movie,Bernard Minet,Dis moi monsieur Bernard Minet,1,0.687,82.016,0.801
Movie,Le Club des Juniors,But pour Rudy,9,0.869,136.729,0.654
Movie,Chorus,Gia Ke Hara Sou Geronta,0,0.528,129.18,0.509
Movie,Jean Piat,Ce fut en vain qu'Hélène de retour dans Albano,0,0.177,104.543,0.674
Movie,Bernard Minet,Les filles sont si jolies,1,0.88,86.011,0.962
Movie,Chorus,To parelthon ke to mellon (The Past and the Future),0,0.131,94.234,0.381
Movie,Leopold Stokowski,Rimsky-Korsakov: Flight of the Bumblebee - Leopold Stokowksi Transcriptions,0,0.365,86.79,0.583
Movie,Marie-Thérèse Orain,Intacte,0,0.467,132.107,0.897
Movie,Dominique Tirmont,Mon beau sapin,0,0.145,78.925,0.347
Movie,Randy Newman,"Family Album: Homage to Alfred, Emil and Lionel Newman: I. The Follies: Young and Beautiful",0,0.0297,68.5,0.258
Movie,Chorus,Tylko ty,0,0.949,145.077,0.971
Movie,Henri Salvador,Ma chère et tendre - live,1,0.333,144.299,0.204
Movie,Frank Churchill,Snow White and the Seven Dwarfs: Dwarf's Yodel Song (arr. H. Frommermann),0,0.196,127.522,0.784
Movie,Leopold Stokowski,Tristan und Isolde (Love Music from Acts II & III),0,0.174,85.719,0.0299
Movie,Anthony Kavanagh,Ton Homme,1,0.652,100.951,0.657
Movie,Henri Salvador,Bon À Rien,0,0.0469,108.703,0.159
Movie,Bernard Minet,"Toi, l'avenir du monde",0,0.538,103.986,0.36
Movie,Dominique Tirmont,"Aquelos mountagnos ""Se Canto""",0,0.504,172.465,0.369
Movie,Anthony Kavanagh,Jamais,4,0.376,126.055,0.42
Movie,Chorus,Sukhkarta Dukhharta - Aarti,0,0.785,89.021,0.695
Movie,Jean Piat,Le lendemain qui était un dimanche,0,0.15,83.809,0.629
Movie,Henri Salvador,Toi - live,1,0.814,168.158,0.687
Movie,Henri Salvador,Adieu Foulards Adieu Madras,0,0.0465,87.898,0.413
Movie,Idoles De La Musique,Parler d'amour,0,0.338,136.236,0.124
Movie,Leopold Stokowski,Symphony No.4 In E Minor Op.98 : III. Allegro Giocoso Poco Meno Presto,0,0.216,133.246,0.231
Movie,Marie-Thérèse Orain,J'ai douze ans,0,0.487,141.058,0.784
Movie,Henri Salvador,J'aimerais tellement ca,2,0.12,68.197,0.13
Movie,Chorus,Tripplestar Camp,0,0.795,94.87,0.842
Movie,Henri Salvador,"Armstrong, Duke Ellington, Cab Calloway",0,0.437,110.281,0.807
Movie,Michel Roux,Maître Pierre : Tableau II - Très illustres docteurs,0,0.36,93.384,0.126
Movie,Chorus,Je n'ai pas de problème,0,0.748,115.041,0.386
Movie,Henri Salvador,Les yeux des Muchachos,0,0.358,130.569,0.937
