label,TimbreAvg1
2002,44.89461
2002,38.6292
2002,43.65234
2002,44.75385
2002,42.60016
2006,38.49492
2006,44.50126
1999,42.44194
1999,41.55369
1999,34.14804
1999,40.85756
1999,38.97291
1999,38.69306
1999,31.54392
2002,42.39256
2000,37.90092
2004,45.93998
2006,44.69262
2005,46.48682
2006,44.5905
2006,44.47678
2006,43.92138
2005,46.51403
2006,47.32607
2006,48.39528
2006,48.56138
2005,45.73504
2005,48.11086
2005,50.28212
2005,47.49897
2005,48.60793
1998,38.48168
1998,26.98061
1998,28.79713
1998,25.36217
1998,24.76876
1998,38.47508
1998,29.79968
1998,29.46933
1998,26.99201
1998,29.10044
1998,31.58253
1998,28.65295
1998,25.29436
1998,28.8203
1998,30.45515
1998,25.38406
1998,25.62
1998,29.35765
1998,36.1364
1998,37.51635
1998,27.58598
1998,36.53393
1998,39.25493
1998,27.79206
1998,26.3023
2008,49.7962
2008,46.49193
2008,50.54615
2008,46.16375
2008,43.99402
2008,47.5666
2008,48.23615
2008,49.57036
2008,47.28853
2000,48.77731
2000,40.66704
1999,47.54972
2003,48.86172
2003,47.18855
2003,48.28955
2003,50.25042
2003,48.70684
2003,49.04612
2003,49.4436
2003,50.78978
2003,50.16789
2003,46.57391
1994,37.04267
1994,45.27013
1994,39.8637
2002,35.97381
2002,36.67472
1993,40.51347
1995,37.54145
2002,42.10933
1995,41.19039
1995,35.9858
1994,41.26557
2002,42.43922
2008,40.35603
2008,46.71088
2008,39.45269
2008,28.49846
1996,36.61947
1996,34.78659
1996,40.30505
2003,45.39736
1993,37.64286
2002,35.02192
1993,33.19177
2002,40.0264
1994,38.91983
2002,36.67984
1995,37.51873
1995,37.36635
1995,38.61106
1995,39.52661
1995,33.15315
2002,28.81031
2002,28.77683
2002,43.26069
2002,29.64079
2000,36.21016
2000,49.52342
2000,43.20281
2009,26.42191
2009,42.40972
2009,44.81144
1994,41.9918
1994,42.19196
1994,39.28634
1994,40.36025
1994,39.11836
1994,34.90586
2006,31.19406
2006,38.33052
1999,46.77111
1999,47.74275
1999,44.7463
1999,46.05833
2008,40.90487
2008,48.73337
2008,46.51783
2008,47.86043
2008,47.81335
2008,42.99992
2008,47.99963
2008,44.89034
2008,42.88848
2002,46.53394
2002,44.48328
2002,42.72671
1999,44.14415
2002,36.55769
2002,41.11
2002,35.55251
2002,42.21883
2004,32.36237
2006,32.57428
2006,30.29524
2006,31.04317
2006,34.46602
2006,36.39111
2008,53.80593
2008,53.41204
2008,53.81683
2008,53.58154
2008,52.95854
2008,53.20774
2008,54.0094
2008,53.55098
2008,53.82447
2008,53.88057
2008,53.57728
2008,53.43152
2006,49.30526
2006,51.61989
2006,49.21519
2006,50.01996
2006,51.76136
2006,52.57849
2006,51.57769
2006,51.01085
2006,50.16318
2006,50.89143
2006,49.78046
2006,52.36402
2008,42.75415
1996,38.66286
2006,44.70566
2006,46.01257
2006,41.982
2006,36.24197
2006,43.49398
2006,39.21947
2006,44.94309
2006,43.12462
2006,47.81889
2006,39.86029
2006,43.57697
2006,45.65202
2006,48.35339
2006,46.20959
2004,35.60014
2003,48.75084
2003,48.29302
2003,49.4768
2003,51.15103
2003,50.89919
2003,50.12591
2003,50.45762
2003,51.34758
2003,48.88332
2003,49.87529
2003,49.7364
2003,51.11674
2003,50.33757
2003,50.18256
2008,50.56802
2008,53.04207
2008,51.68093
2008,52.6995
2008,51.23404
2008,50.81783
2008,49.99507
2008,46.43258
2008,51.50305
2008,51.51322
2008,51.47203
1996,40.21769
1996,35.74676
1996,36.75391
1996,43.76915
1996,46.55786
1996,37.42599
1996,38.96325
1996,36.85302
1996,39.4442
1996,43.76591
1996,46.60406
1996,36.96144
1990,30.99677
1990,36.3542
1990,34.05565
1990,30.69686
1990,19.19372
1990,39.27355
1990,23.54315
1990,26.46488
1990,31.86317
1990,33.21155
1990,24.34031
1990,30.02266
1990,33.31195
2008,51.62483
1999,49.09854
1974,49.55565
1974,47.43035
1974,42.32889
1974,52.94292
1974,51.16862
1974,49.69924
1974,49.62426
1976,51.23899
1976,49.25357
1976,47.59205
1976,46.54195
1976,49.20869
1976,50.01008
1999,48.854
1975,47.28674
1975,49.30735
1999,50.12934
1975,47.85633
1975,46.43196
1975,52.44954
1975,44.62947
1970,37.0618
1970,46.2314
1970,47.41577
1970,42.04345
1970,44.65584
1971,48.17543
1971,48.92468
1971,50.69665
1971,49.01315
1971,49.80246
1971,49.4436
1970,49.83148
1981,49.9685
1981,47.17924
1981,48.05362
1981,44.23153
1981,48.93643
1981,45.7861
1981,47.48555
1981,49.47821
2009,48.12518
1989,48.29541
1989,46.51261
1989,39.20528
2002,46.55266
2002,49.87155
2002,47.63652
2002,49.81785
1999,49.39248
1999,51.22309
2002,43.69589
1969,40.82489
1969,42.04969
1969,39.46571
1969,46.30338
1972,49.0896
1972,39.14588
1972,45.9016
1972,44.79099
1972,40.44556
1972,41.30294
1972,40.86807
1972,43.70146
1972,41.82967
1971,47.75841
1971,47.98162
1971,43.19075
1971,40.41752
1971,48.68865
1971,47.27245
1971,40.60063
1973,47.2783
1973,48.02472
1973,48.26515
1973,45.48495
1973,48.67563
1983,46.30822
1983,43.23432
1983,46.56971
1983,43.79846
1983,46.71285
1983,42.16878
1983,41.62865
1983,46.21578
1983,46.09582
2009,47.65603
2009,47.56456
2009,47.19599
2009,49.46367
2009,47.91393
2010,46.65445
2008,50.5031
2008,47.28719
2008,48.97186
2008,48.15036
2008,51.96119
2008,51.88913
2008,48.89882
2008,48.04794
2008,51.15129
2008,47.62667
2008,45.30717
2008,47.36794
2008,47.0853
2008,47.28874
2008,49.83209
2008,50.12062
2008,48.65098
2008,48.91042
2001,32.77065
2008,35.78109
2003,24.3747
2003,25.63064
2003,26.0233
2003,29.66045
2003,32.28
2003,20.05032
2003,24.20892
2003,25.04779
2003,31.42895
2003,29.51522
2006,39.98141
2004,36.60867
2004,30.98257
2004,38.60088
2004,34.8801
2004,42.41122
2004,25.54481
2004,28.33255
2004,25.9594
2004,33.77502
2004,33.27223
2006,31.30789
2006,26.76511
2006,18.98254
2006,32.87291
2006,34.28673
2006,27.46805
2006,24.76026
2006,23.40958
2008,40.2251
2008,36.47481
2008,21.17613
2008,30.82997
2008,38.3883
2008,44.42787
2008,32.13634
2008,21.09281
2008,34.55447
2008,27.62671
1985,43.41569
1988,43.43607
1989,36.66883
1989,38.5775
1989,34.33885
1989,35.85854
1989,37.44402
1989,32.69773
1993,29.58499
1985,42.48558
1987,36.43661
2004,36.15379
2004,34.21184
1999,32.41023
1993,42.23441
2004,32.18525
1991,40.75044
1987,48.88652
1987,49.95662
1987,47.3198
2001,46.22752
2001,46.71571
2001,41.01556
1979,45.23377
1980,43.69699
1980,44.35422
2001,44.07363
2001,44.86344
1979,46.52451
1980,45.81596
2000,42.25886
1980,43.76818
1980,47.26376
1980,43.94825
2001,47.07608
2000,45.08079
2001,46.28231
1979,47.23272
2000,46.21001
1980,46.7495
2000,41.70243
1980,44.62378
1980,44.25756
1979,48.26752
1980,39.34242
1999,41.84568
1989,42.03345
1986,42.35095
1986,42.84926
1986,39.1707
1986,38.11413
1986,43.41196
1986,38.12981
1986,42.63121
1986,39.93176
1986,40.0416
1986,40.9692
1986,40.9558
1986,39.57032
1986,43.39997
1986,40.19555
1970,41.74008
1970,39.35218
1970,43.53455
1970,43.32381
1970,41.49005
1970,34.36672
1970,36.47419
1970,40.72436
1970,40.64011
1970,44.25169
1970,43.77135
1970,40.891
1970,37.32145
1970,35.7151
1970,39.80912
1971,41.92433
1971,38.53436
1971,36.07787
2007,46.68249
2007,50.84208
2007,43.43757
2007,45.92225
2007,46.30044
2007,46.9586
2007,46.40073
1958,44.15291
2005,48.02763
1958,41.66676
1992,47.20762
2006,45.93913
1993,45.60864
1992,46.77674
1970,40.5165
1970,41.65061
1958,45.91747
2005,41.40578
1958,39.72191
1958,42.68421
1958,36.49941
1958,36.31305
1970,38.81225
1997,36.96378
1997,49.40041
2005,44.32726
2009,50.01248
1992,39.09584
1970,46.13573
1998,40.04441
1994,40.25448
2006,43.67913
2008,43.90605
1992,41.10332
1972,39.98277
1992,38.79424
1992,38.86187
2008,38.68237
1994,41.59014
2005,39.37501
1993,38.85243
1993,43.22373
1993,40.88973
2000,42.84251
1991,44.30148
1997,40.03371
1991,42.64864
1978,48.84795
1992,47.80721
1995,50.62949
1972,50.21029
1995,50.78252
1991,47.23797
1987,25.55213
1987,29.74371
1968,50.11662
2003,48.1235
1962,44.03974
1995,41.25959
1995,41.23706
1995,41.39268
1995,41.72094
1958,43.39132
1980,40.86561
1980,42.11368
2005,42.41611
2005,41.00239
2005,39.06081
2005,38.43817
2005,45.33192
2005,46.53061
2005,41.90312
2005,43.34366
2005,45.80762
2005,41.37409
1981,35.38879
2005,44.62825
2005,41.39356
1981,41.509
2005,41.67943
1981,43.62913
2005,51.46294
2003,42.82843
2003,41.70089
2003,46.35082
2003,45.41564
2003,46.95142
2003,44.49872
2003,45.80651
2003,43.81459
2002,42.53965
2003,47.45771
1987,39.95314
1987,40.79697
1987,38.72389
1987,45.39545
2002,43.66766
1992,39.88628
1997,42.63125
1997,45.80986
1997,40.52004
1997,42.53569
1997,40.44782
1997,48.37026
1997,46.76096
2004,47.79142
2004,48.98651
2004,44.08575
2004,50.30769
2004,41.23259
2004,47.42326
2004,43.30729
2004,44.17498
2004,39.9229
2004,48.87279
2004,45.69682
1997,37.0876
1992,42.24081
2007,47.74807
2007,47.94178
2007,47.32425
2007,43.31231
2007,46.37574
2007,49.05697
2007,46.18224
2006,46.68442
2006,48.36006
2006,49.70653
2006,47.60154
2006,49.78402
2006,48.22143
2006,49.75094
2006,49.80953
2006,49.88502
2006,47.30359
2006,48.31486
2008,50.92536
2008,52.21059
2008,43.78357
2008,47.71721
2008,50.65681
2008,52.16501
2008,53.01293
2008,48.23851
2008,52.22046
2008,52.03395
2008,47.56479
2008,52.16767
2008,50.91524
2008,51.85465
2008,49.32429
2010,50.8286
2010,52.08806
2010,50.2269
2010,50.01534
2010,52.5509
2010,51.74235
2010,50.96651
2010,49.43937
2010,51.52239
2010,49.10467
2010,51.36704
2006,49.61145
2005,47.56638
2006,51.50175
2006,47.14261
2006,47.88398
2006,45.98135
2006,47.9182
2006,48.03625
2006,48.70558
2006,50.40385
2006,44.48527
2006,49.69092
2005,45.23894
2005,45.30819
2005,48.38244
2006,46.61626
2006,48.79217
2006,48.48279
2006,46.33383
2006,44.4817
2006,46.51984
2006,48.66409
2006,49.90246
2006,49.90198
2006,43.83369
2006,40.22581
2004,44.94561
2006,44.78459
2006,48.78255
2006,49.54614
2005,43.32937
2004,42.60397
2005,42.26303
2004,45.93627
2004,42.43329
2004,46.0678
2004,43.42009
2005,44.17368
2004,42.54378
2004,43.94856
2004,46.9579
2004,46.03946
2004,42.84762
2004,44.75307
2004,40.07257
2004,42.30101
2004,42.94863
2004,42.76517
2004,43.8857
1995,43.04158
1994,46.40077
1993,49.44488
1994,46.0245
1996,46.18202
1967,44.60973
2006,44.07136
1967,41.32819
2006,43.21208
2006,42.74117
1972,48.23548
2002,42.15336
1972,43.67955
2002,41.37524
1972,45.75036
1972,43.71893
1972,41.89276
1999,35.21779
2006,37.95464
2006,37.99889
2006,35.30238
2006,37.85964
2006,37.89485
2006,35.62036
2006,37.4947
2004,38.58281
2006,38.1921
2006,38.71495
1972,40.38883
1972,43.02835
1972,43.25067
1972,39.76824
1972,41.87725
1972,40.9858
1972,38.49478
1972,39.507
2002,41.42249
1972,37.90139
1972,40.26162
2002,40.14022
2006,38.41545
2006,38.03836
2006,35.86267
2007,29.19149
2005,36.96567
2007,34.77453
2007,38.18061
2007,38.39377
2008,43.14229
2008,40.96848
2008,40.07216
2008,38.99559
2008,41.45546
2008,40.19673
2008,44.24658
2008,39.6211
2008,39.25035
2008,35.18758
1993,43.35825
1993,37.43528
1993,42.91069
1993,40.77924
1993,34.94698
1993,28.97579
1993,42.14701
1993,38.07624
2007,48.63803
2007,48.76251
2007,42.58531
2007,51.31272
2007,37.56325
2007,47.62759
2007,46.46527
2007,48.95401
2007,48.0957
2000,47.43977
2000,51.10194
1998,51.92682
2002,49.35108
2002,50.89676
1998,50.46366
1996,44.2846
2000,49.72424
1998,50.61687
1992,49.53617
2002,49.60475
1996,39.72552
1996,45.40704
1996,48.67807
1996,39.27682
1996,47.41135
1996,45.03418
1996,45.75086
1996,39.86308
1996,48.44118
1996,44.50091
1996,45.77311
1996,49.6218
1996,46.09363
1996,45.00648
1996,44.48622
1996,39.38372
2004,44.83641
2004,46.30026
2004,43.96245
2004,50.74874
2004,43.06532
2004,44.8145
2004,48.44197
2004,50.14239
2004,47.85167
2004,51.1798
2004,51.5769
2004,49.27433
2004,47.19069
2004,51.89922
2004,41.59006
2004,40.27996
2004,49.79575
2004,51.0466
2004,50.6554
2004,51.19517
1998,45.0889
1998,45.21337
1998,45.9422
1998,47.85945
1998,50.01518
1998,48.39661
1998,45.87651
1998,47.98302
1998,39.14088
1998,46.78402
2005,49.72961
2005,44.13953
2005,45.16075
2005,45.73066
2005,46.0089
2005,50.75122
2005,44.29798
2005,48.85322
2005,48.54838
2005,47.02101
2005,45.63131
2005,49.43482
1992,41.13923
2002,44.7971
1992,47.21457
1992,42.73517
1992,42.7223
1992,46.33063
1992,44.81368
1992,44.62482
1992,42.01178
1992,46.75261
2002,46.46358
1995,47.07432
2002,46.63956
2002,45.57741
1999,40.12058
2002,50.01427
1997,40.34522
2010,45.38187
2010,44.4952
2010,45.76104
2000,40.80277
1999,43.48376
2010,47.28767
2010,45.3856
1998,49.02822
1998,41.84225
1998,42.74203
2010,45.12204
2010,44.74138
2010,40.7558
2010,39.50078
2010,43.01605
2005,43.91302
2005,44.50624
2005,45.68215
2005,38.22611
2005,45.74972
2005,38.87621
2005,42.50168
2005,36.85036
2005,32.25909
2005,33.562
2005,35.14891
2005,41.94612
2004,46.57526
2010,44.81587
2010,48.21235
2010,50.62183
2010,49.31897
2010,46.91116
2010,40.35983
2010,49.57423
2010,48.0092
2010,44.95474
2010,46.98399
2006,33.88182
2006,34.97853
2006,31.85041
2006,33.85168
2006,37.57997
2006,32.7795
2006,33.09074
2006,36.02481
2006,38.39117
2006,36.08859
2006,34.75417
2006,31.89509
2006,37.77947
1997,44.75158
2004,35.06924
2004,37.62684
2004,38.05615
2004,33.38984
2004,32.14968
2004,36.59339
2004,35.88713
2004,37.04507
2004,39.10962
2004,36.41572
2004,42.69023
2004,46.01779
2004,35.3155
2004,37.7989
2004,48.22946
1999,47.86462
1999,47.08136
1999,40.33172
1998,47.83634
1998,46.9979
1999,47.36969
1999,45.94956
2001,43.74105
2009,51.97011
2009,43.51471
2009,46.62722
2009,51.45684
1998,50.09274
1998,50.10821
2003,48.68249
2001,49.11636
2007,49.37437
2007,48.90899
2007,47.50437
2007,46.63188
2007,48.87913
2007,46.95027
2007,48.89173
2007,47.49909
2007,46.6394
2007,47.41579
2007,47.47577
1999,48.18018
2007,48.56967
2007,43.74258
2007,47.45626
2001,50.21453
2001,48.2608
2001,47.53355
2001,47.47021
2001,45.81083
2001,48.11073
2001,46.048
2003,39.67426
2008,35.86209
2008,46.46618
2008,45.95887
2008,46.60203
2008,46.01241
2008,46.87054
2008,46.96029
2008,42.69908
2008,47.4879
2008,42.55349
2008,50.07088
2008,45.77864
2008,46.52531
2008,42.60682
2008,47.56317
2008,47.07783
2008,46.15073
2008,50.50364
2004,49.27273
1998,46.88651
2003,49.4368
2003,48.48736
2003,50.05462
2003,50.88159
2003,50.2184
2007,45.2093
2007,49.59725
2007,47.05395
2007,51.29764
2007,47.5239
1998,47.20686
1999,46.97761
2004,46.3695
2000,40.85867
1999,52.17029
2004,49.57062
2003,44.52027
2000,47.91351
2004,48.76515
2008,47.0857
2008,47.10288
2008,47.43018
2008,49.6952
2008,48.04011
2008,49.16025
2003,47.7085
2003,45.61338
2003,48.30091
2003,45.70699
2003,46.72249
2003,48.46949
2003,48.45914
2004,45.72728
2004,47.03436
2004,47.11219
2004,48.56662
2004,48.92142
2004,48.38344
2004,45.30113
2004,44.31157
2008,44.90517
2008,47.43291
2000,47.2664
2000,41.54336
2000,48.92197
2000,42.90334
2000,44.46264
2000,44.4189
2000,45.5923
2000,45.5316
2000,43.29946
2000,48.84558
2000,45.9496
2008,49.89712
2007,45.5405
2007,51.25904
2007,49.81629
2007,49.12119
2007,47.64371
2007,46.93509
2007,42.28073
2003,48.33918
1999,46.12432
2002,45.92169
2003,43.8605
2008,47.467
2000,46.66343
1999,46.04764
2007,48.59607
2004,46.77965
1999,51.0009
2004,46.8352
1999,48.75211
2000,47.5613
1999,47.12351
1999,47.62124
2001,48.08565
2001,49.45187
1999,44.45033
1999,46.42452
1999,46.55214
2000,51.26395
2000,50.33375
2005,43.37633
2004,43.30668
2005,45.2324
2000,43.66004
2004,48.6301
2001,45.48707
2003,44.27098
2007,46.84087
2008,47.77496
2008,47.61878
2008,48.05262
1998,44.83179
1998,44.73291
1998,39.95628
1998,43.03459
1998,44.32706
2006,49.56102
1998,45.2877
1998,40.06427
1998,52.18516
1998,50.65067
1998,48.11494
1998,46.27806
1998,45.51656
1998,48.06961
1998,36.73243
1998,42.32401
2008,50.67863
2008,51.08635
2008,50.15141
2008,50.78082
2008,48.76391
2008,52.60511
2008,49.76274
2008,53.10011
2008,42.04874
2008,29.7127
2008,49.96154
2002,44.40205
2002,50.87067
2002,46.83837
2002,47.29074
2002,44.87726
2002,50.39021
2002,49.43578
2002,49.97696
2002,51.87553
1992,46.77342
2007,31.91159
2007,31.89151
2007,33.38319
1995,38.22136
1995,44.05731
1995,44.00795
1995,44.11554
1995,38.68701
1995,44.06209
1995,46.6715
1995,43.47451
1995,45.15571
1995,43.48025
2002,44.97514
2004,47.00483
2004,44.11526
2004,41.60763
2004,46.36199
2004,45.46746
2004,43.75253
2004,41.97162
2004,44.99711
2004,47.11025
2004,44.88437
2004,46.6061
2004,45.66107
2004,45.48543
2009,49.9863
2005,35.61269
2005,50.60534
2005,51.2635
2005,50.25209
2005,50.41817
2005,47.18826
2005,44.21787
2005,39.8933
2005,47.18183
2005,49.50844
2005,49.81245
2005,50.83802
2005,50.551
2000,51.65881
2000,50.21735
2000,46.28912
2000,45.34119
2000,50.96599
2000,48.11866
2000,44.62785
2000,48.85129
2000,48.89189
2000,45.19363
2000,46.5493
2000,44.43323
2000,45.37937
2000,48.08102
2000,47.10621
2001,43.57464
2001,50.33589
2001,50.21078
2001,52.9817
2001,47.13727
1990,43.4532
1997,45.12733
2006,44.16156
2006,42.08427
2006,40.45357
2006,42.71194
2006,45.34587
2006,43.65133
2006,40.40111
2006,46.08765
2006,45.4887
1988,43.94085
1989,47.06213
1987,43.87546
1987,35.65531
1987,38.51269
1972,39.03358
1972,32.70703
1972,37.34279
1972,40.26487
1972,34.67998
1972,40.48527
1972,39.28056
1982,51.6592
1982,50.51383
1982,48.97466
1982,50.64202
1982,49.07019
1982,49.83704
1982,45.57095
1982,47.36572
1979,46.99508
2000,49.56413
2000,43.92469
2000,43.51542
2000,48.64379
2000,48.22765
2000,45.20106
2000,47.88885
1976,41.04599
1976,44.33628
1979,40.86177
2006,42.14974
1976,41.70644
1976,40.2287
2006,46.6669
2006,48.40794
2006,47.18824
2008,41.75822
2008,44.09174
2008,30.38751
2008,42.23029
1994,29.28148
1994,42.26941
1994,44.80643
1994,40.14436
2006,44.44721
2006,44.26794
2006,44.06033
2006,44.11528
1983,44.39448
1983,39.4195
1983,41.6385
1983,44.40031
1983,41.74613
1975,42.77527
1975,41.69033
1975,40.98369
1988,45.7483
1988,44.83262
1988,47.69598
1988,45.18652
1988,48.49463
1988,44.19894
1988,45.27295
1988,48.49366
1988,44.51061
1974,47.42585
1974,47.05788
1974,43.00819
1974,44.88999
2004,34.78723
2004,50.08347
2003,43.32104
2003,41.15994
1974,43.96093
1979,44.64103
2006,42.4136
1974,43.41775
1974,42.09295
1974,42.32489
1974,41.85664
2006,25.77204
1984,42.11954
1984,39.27579
1984,43.08161
1984,30.46154
1984,41.36361
1984,42.66278
1984,40.43495
1984,41.29257
1971,39.50827
1971,37.98288
1971,37.58602
1980,45.91117
1980,42.99571
1980,44.78127
1980,41.31355
1981,48.16622
1981,48.50395
1981,47.78633
2008,45.72184
2005,45.19826
2008,46.6364
2008,37.87162
2008,46.44568
2008,38.21929
2008,45.43418
2008,41.0938
2008,46.97359
2008,44.76941
2008,44.81915
2008,49.29937
2008,47.69116
2007,43.30634
2007,39.57802
2008,43.95227
2008,46.90041
2002,40.82508
2002,45.82063
2005,51.45784
2005,52.07503
2005,50.5383
2005,51.94368
2005,46.99363
2005,51.03309
2005,47.87253
2005,51.41358
2005,51.90046
2005,50.94204
2005,51.9832
2005,51.83725
2003,38.57675
2003,41.70738
2003,41.38912
2003,39.72776
2003,38.55634
2003,41.02721
2003,43.96362
2003,35.56234
2003,39.88789
2003,42.84784
2003,43.49846
2004,43.42075
2004,34.58765
2002,43.31828
2002,43.15808
2002,42.91234
2002,37.90577
2002,44.95472
2002,41.50623
1997,47.33011
1997,46.62579
1998,38.27381
1998,44.54124
1997,42.30566
1998,44.49809
1998,45.22825
1998,40.55761
1998,40.1333
1998,41.92007
1998,42.66159
1996,45.09145
1998,40.10789
2004,43.72256
2004,46.06257
2006,50.73843
2005,53.07284
2006,37.54513
2006,50.66272
2006,47.2468
2006,51.01759
2006,50.36285
2006,50.72597
2006,42.19389
2006,35.68265
2006,47.18167
2006,49.79777
2006,52.2229
2006,50.35561
2006,49.01619
2006,43.57128
2006,51.98064
2008,49.73566
2008,49.84775
2008,47.87662
2008,50.90616
2008,49.27723
2008,38.30709
2008,46.47167
2008,45.95085
2008,49.9707
2008,49.83423
2003,50.43762
2003,52.14452
2003,46.22675
2003,51.00522
2003,50.77198
2003,47.63324
2003,51.05484
2003,48.14927
2003,51.2416
2003,49.60181
2003,50.69234
2003,51.84181
2003,45.62942
2003,50.98728
2004,46.45353
2004,45.03637
2007,51.53641
2007,49.71438
2007,48.62299
2007,47.15302
2007,53.0371
2007,51.30465
2007,46.951
2007,52.06935
2007,53.22581
2007,52.18114
2007,51.29692
2007,50.52462
2007,52.17893
2007,50.00095
2007,50.5619
2007,51.86794
2001,50.34899
2003,51.64918
2003,50.72971
2006,51.07036
2006,49.06887
2006,53.15607
2006,52.14071
2006,50.02142
2006,47.985
2006,48.96894
2006,52.58643
2007,47.60608
2007,43.99754
2006,47.71782
2006,52.17562
2007,52.29993
2007,48.60399
2007,48.53237
2007,51.19974
2007,48.49291
2007,52.35882
2007,48.27858
2007,50.358
2007,50.19181
2007,49.60848
2007,49.00812
2006,43.06433
2007,44.2637
2006,49.98273
2006,50.14803
2006,50.65998
2006,50.94458
2006,50.94405
2006,50.50545
2006,51.0016
2004,51.00091
2006,50.8252
2006,50.92028
2006,50.72463
2006,49.74537
2007,52.06074
2007,52.04938
2007,52.02978
2007,52.65257
2007,52.2094
2007,51.93532
2007,51.73051
2007,49.89741
2007,51.82176
2007,51.39578
2007,51.47316
2007,51.5167
1998,42.05873
1998,40.43132
1998,38.54528
1998,42.55623
1998,43.58039
1992,40.00436
1992,39.34102
1992,42.48607
1992,31.55594
1992,41.21695
1992,41.34986
1992,38.45348
1992,40.94159
1992,38.72933
1992,40.11928
1992,40.45595
